ID,Province/Cities,Home or abroad,Status,Main Classification,Applicant
513,Jiangsu,Mainland of China,invalid,A61K39,李越希
514,Shanxi,Mainland of China,invalid,A61K31,陈志南
515,Hubei,Mainland of China,invalid,A61K39,武汉生物制品研究所
516,Guangdong,Mainland of China,invalid,C07K16,珠海百奥生物技术有限公司
517,Beijing,Mainland of China,invalid,C07K16,中国人民解放军军事医学科学院微生物流行病研究所
518,Guangdong,Mainland of China,invalid,A61K39,中国人民解放军空军广州医院肝病研究所
519,Hubei,Mainland of China,In Review,C07K14,武汉大学
520,Shanghai,Mainland of China,In Review,C07K14,复旦大学
522,Beijing,Mainland of China,In Review,C07K14,中国人民解放军军事科学院军事医学研究院
523,Shandong,Mainland of China,In Review,A61K38,山东中海制药有限公司
524,Jilin,Mainland of China,valid,A61K38,吉林威威药业股份有限公司
525,Jilin,Mainland of China,valid,A61K38,吉林全威药业有限公司
526,Hongkong,China Special Administrative Region,valid,G01N33,香港大学
527,Shanghai,Mainland of China,valid,C07K14,复旦大学
528,Jiangsu,Mainland of China,In Review,C07K 19,扬州大学
529,Jiangsu,Mainland of China,In Review,C07K7,南京大学
530,Beijing,Mainland of China,In Review,C07K14,中国人民解放军军事科学院军事医学研究院
531,Jiangsu,Mainland of China,In Review,C07K7,中国药科大学
532,Jiangsu,Mainland of China,In Review,C07K 7,南京安吉生物科技有限公司
533,Jiangsu,Mainland of China,In Review,C07K7,中国药科大学
536,Guangdong,Mainland of China,valid,C12N15,南方医科大学
538,Beijing,Mainland of China,In Review,C07K14,中国医学科学院药物研究所
539,Taiwan,"Taiwan, China",In Review,C07K19,生控基因疫苗股份有限公司
540,Hongkong,China Special Administrative Region,valid,C07K7,永林有限公司
541,Beijing,Mainland of China,valid,C07K14,中国科学院生物物理研究所
542,Beijing,Mainland of China,valid,C07K7,中国人民解放军军事医学科学院放射与辐射医学研究所
543,Fujian,Mainland of China,valid,C07K7,厦门大学
545,Jilin,Mainland of China,valid,C07K14,吉林大学
546,Hubei,Mainland of China,invalid,C07K14,武汉大学
549,Beijing,Mainland of China,invalid,C07K14,北京大学
550,Beijing,Mainland of China,invalid,C07K14,中国科学院微生物研究所
551,Beijing,Mainland of China,invalid,A61K38,北京世纪昭宝转移因子研究中心
552,Tianjin,Mainland of China,invalid,C07K7,天津师范大学
555,Beijing,Mainland of China,invalid,C07K17,中国人民解放军军事医学科学院毒物药物研究所
558,Shanxi,Mainland of China,invalid,C12N15,中国人民解放军第四军医大学
560,Chongqing,Mainland of China,invalid,A61P31,中国人民解放军第三军医大学
561,Sichuan,Mainland of China,invalid,C12N15,四川大学
562,Beijing,Mainland of China,invalid,C07K14,中国科学院微生物研究所
563,Beijing,Mainland of China,invalid,C07K19,北京金迪克生物技术研究所
565,Beijing,Mainland of China,valid,C12N15,中国医学科学院基础医学研究所
567,Beijing,Mainland of China,valid,A61K31,中国科学院微生物研究所
568,Sichuan,Mainland of China,invalid,C07H21,四川大学
570,Shanghai,Mainland of China,invalid,C12N15,中国科学院上海生命科学研究院
571,Guangdong,Mainland of China,invalid,A61K48,广州拓谱基因技术有限公司
572,Beijing,Mainland of China,invalid,C07H21,清华大学
573,Beijing,Mainland of China,invalid,C12N15,清华大学
574,Beijing,Mainland of China,invalid,C07H21,北京金赛狮反义核酸技术开发有限公司
575,Beijing,Mainland of China,invalid,C07H21,北京交通大学
576,Tianjin,Mainland of China,invalid,A61K31,天津环球中加生物科技有限公司
577,Zhejiang,Mainland of China,invalid,C12N15,杭州新瑞佳生物医药技术开发有限公司
578,Beijing,Mainland of China,invalid,A61K31,陆爱丽
579,Jilin,Mainland of China,valid,C12P21,吉林大学
580,Beijing,Mainland of China,In Review,A61K36,北京以岭药业有限公司
581,Tianjin,Mainland of China,valid,A61K36,天津市国际生物医药联合研究院
582,Beijing,Mainland of China,valid,A61K36,北京亚东生物制药有限公司
583,Beijing,Mainland of China,valid,C12Q1,中国科学院生物物理研究所
584,Tianjin,Mainland of China,valid,C40B30,南开大学
585,Beijing,Mainland of China,valid,C12Q1,中国科学院生物物理研究所
586,Beijing,Mainland of China,valid,C12Q1,清华大学
587,Yunnan,Mainland of China,valid,A61K36,昆明医学院
588,Heilongjiang,Mainland of China,valid,A61K35,哈药集团中药二厂
590,Ningxia,Mainland of China,valid,A61K9,宁夏启元药业有限公司
591,Beijing,Mainland of China,valid,A61K31,北京中医药大学
592,Beijing,Mainland of China,valid,A61K31,北京中医药大学
593,Jilin,Mainland of China,valid,A61K38,吉林威威药业股份有限公司
594,Hebei,Mainland of China,valid,A61K35,河北以岭医药研究院有限公司
595,Jiangxi,Mainland of China,valid,A61K36,江西省药物研究所
596,Jiangsu,Mainland of China,valid,A61K36,江苏康缘药业股份有限公司
597,Xinjiang,Mainland of China,valid,A61K36,新疆维吾尔自治区药物研究所
598,Tianjin,Mainland of China,valid,A61K36,天津帝士力投资控股集团有限公司
599,Guangdong,Mainland of China,valid,A61K36,广东省一七七医院
600,Beijing,Mainland of China,valid,A61K36,刘光华
601,Beijing,Mainland of China,valid,A61K36,刘光华
602,Tianjin,Mainland of China,invalid,A61K36,天津市国际生物医药联合研究院
603,Tianjin,Mainland of China,invalid,A61K36,天津市国际生物医药联合研究院
604,Hongkong,China Special Administrative Region,invalid,A61P31,香港大学
605,Guangdong,Mainland of China,invalid,A61K31,广州暨南生物医药研究开发基地有限公司
606,Shanghai,Mainland of China,invalid,A61P11,上海新药研究开发中心
607,Jiangxi,Mainland of China,invalid,A61K36,普正药业股份有限公司
608,Jiangsu,Mainland of China,invalid,A61K36,扬中牧乐药业有限公司
609,Jiangsu,Mainland of China,invalid,A61K36,江苏安格药业有限公司
610,Jiangsu,Mainland of China,invalid,A61K31,江苏省中医药研究院
612,Hunan,Mainland of China,invalid,A61K35,岳阳市海联中草药研究所
613,Beijing,Mainland of China,invalid,A61K35,北京中医药大学
614,Sichuan,Mainland of China,invalid,A61K36,四川省中医药研究院
615,Liaoning,Mainland of China,invalid,A61K36,黄欣然
616,Jilin,Mainland of China,invalid,A61K9,长春中医学院附属医院
617,Beijing,Mainland of China,invalid,A61P31,北京奇源益德药物研究所
618,Beijing,Mainland of China,invalid,A61K35,中国人民解放军第三0二医院
619,Tianjin,Mainland of China,invalid,A61P31,天津市中宝制药有限公司
621,Neimenggu,Mainland of China,invalid,A61K36,赵宇明
622,Beijing,Mainland of China,invalid,A61K35,赵艺先
623,Hubei,Mainland of China,invalid,A61K35,陈玉
624,Guangdong,Mainland of China,invalid,A61K35,广东益万家食品有限公司
625,Zhejiang,Mainland of China,invalid,A61K36,楼士荣
626,Guangdong,Mainland of China,invalid,A61K35,广州万健科技发展有限公司
627,Shanxi,Mainland of China,invalid,A61K35,丁润泉
628,Henan,Mainland of China,invalid,A61K35,史建华
629,Liaoning,Mainland of China,invalid,A61K35,顾康春
630,Henan,Mainland of China,invalid,A61K36,刘秉昭
631,Guizhou,Mainland of China,invalid,A61K9,胡世玺
632,Gansu,Mainland of China,invalid,A61K36,杨荣
633,Beijing,Mainland of China,invalid,A61K35,兰金初
634,Liaoning,Mainland of China,invalid,A61K35,刘树林
635,Sichuan,Mainland of China,In Review,A61K 36,华润三九（雅安）药业有限公司
636,Tianjin,Mainland of China,valid,A61K36,天士力制药集团股份有限公司
637,Tianjin,Mainland of China,valid,A61K36,天士力制药集团股份有限公司
638,Sichuan,Mainland of China,valid,G01N24,西南民族大学
639,Sichuan,Mainland of China,In Review,C08B37,成都中医药大学
640,Jiangsu,Mainland of China,valid,A61K36,常熟雷允上制药有限公司
641,Anhui,Mainland of China,In Review,A61K36,安徽济人药业有限公司
642,Guangdong,Mainland of China,valid,A61K31,广州白云山和记黄埔中药有限公司
643,Guangdong,Mainland of China,valid,A61K36,广州白云山制药股份有限公司
644,Hebei,Mainland of China,In Review,A61K36,河北以岭医药研究院有限公司
645,Shanghai,Mainland of China,In Review,A61K36,上海优童医药科技有限公司
646,Beijing,Mainland of China,valid,A61K36,中国中医科学院西苑医院
647,Beijing,Mainland of China,valid,A61K36,北京中医药大学东直门医院
648,Jilin,Mainland of China,valid,A61K36,中国科学院长春应用化学研究所
649,Shandong,Mainland of China,valid,A61K36,山东步长制药股份有限公司
650,Shandong,Mainland of China,valid,A61K36,山东步长制药有限公司
653,Guangdong,Mainland of China,valid,A61K36,东莞市沙田医院
654,Shanghai,Mainland of China,valid,A61K36,上海市中医医院
655,Xinjiang,Mainland of China,valid,A61K36,新疆华世丹药业有限公司
656,Sichuan,Mainland of China,valid,A61K36,成都市传染病医院
657,Shanghai,Mainland of China,valid,A61K36,上海现代制药股份有限公司
658,Beijing,Mainland of China,valid,A61K36,中国人民解放军第三〇二医院
659,Guangdong,Mainland of China,valid,A61K31,暨南大学
660,Chongqing,Mainland of China,valid,A61K36,太极集团重庆涪陵制药厂有限公司
661,Jiangsu,Mainland of China,valid,A61K36,南京中医药大学
662,Jiangsu,Mainland of China,valid,A61K36,南京中医药大学
663,Jiangsu,Mainland of China,valid,A61K35,南京中医药大学
664,Zhejiang,Mainland of China,valid,A61K36,浙江省中医院
665,Guangdong,Mainland of China,In Review,A61K36,佛山科学技术学院
666,Hunan,Mainland of China,In Review,A61K36,湖南中嘉药物开发有限公司
667,Neimenggu,Mainland of China,In Review,A61K36,内蒙古民族大学附属医院
668,Shandong,Mainland of China,In Review,A61K36,山东明仁福瑞达制药股份有限公司
669,Hubei,Mainland of China,In Review,A61K36,湖北东信药业有限公司
670,Hebei,Mainland of China,valid,A61K36,石药集团欧意药业有限公司
671,Guangdong,Mainland of China,valid,A61K36,康美药业股份有限公司
672,Sichuan,Mainland of China,valid,A61K36,四川国康药业有限公司
673,Hunan,Mainland of China,valid,A61K36,湖南时代阳光药业股份有限公司
674,Beijing,Mainland of China,valid,A61K36,北京天福莱生物科技有限公司
675,Hebei,Mainland of China,valid,A61K36,保定步长天浩制药有限公司
676,Jiangsu,Mainland of China,valid,A61K36,江苏康缘药业股份有限公司
677,Sichuan,Mainland of China,valid,A61K36,四川大学
678,Gansu,Mainland of China,valid,A61K36,甘肃奇正藏药有限公司
679,Jiangsu,Mainland of China,valid,A61K36,江苏省中医院
680,Jilin,Mainland of China,valid,A61K36,吉林华康药业股份有限公司
681,Jilin,Mainland of China,valid,A61K36,吉林省通化振国药业有限公司
682,Beijing,Mainland of China,valid,A61K36,北京亚东生物制药有限公司
683,Tianjin,Mainland of China,valid,A61K36,天津市石天药业有限责任公司
684,Jiangsu,Mainland of China,valid,A61K36,苏州东方楷模医药科技有限公司
685,Beijing,Mainland of China,valid,A61K36,北京亚东生物制药有限公司
686,Beijing,Mainland of China,valid,A61K36,北京亚东生物制药有限公司
687,Hebei,Mainland of China,valid,A61K36,河北智同医药控股集团有限公司
688,Jilin,Mainland of China,valid,A61K36,吉林敖东延边药业股份有限公司
689,Jiangxi,Mainland of China,valid,A61K36,江西佑美制药有限公司
690,Jiangxi,Mainland of China,valid,A61K9,江西本草天工科技有限责任公司
691,Jiangsu,Mainland of China,valid,A61K36,中国药科大学
692,Jiangsu,Mainland of China,valid,A61K31,中国药科大学
693,Jiangsu,Mainland of China,valid,C07D311,中国药科大学
694,Tianjin,Mainland of China,valid,A61K36,天津中新药业集团股份有限公司乐仁堂制药厂
695,Tianjin,Mainland of China,valid,A61K36,天津中新药业集团股份有限公司第六中药厂
696,Tianjin,Mainland of China,valid,A61K36,天津中新药业集团股份有限公司
697,Shanghai,Mainland of China,valid,A61K36,上海市新文达生物科技有限公司
698,Zhejiang,Mainland of China,valid,A61K36,浙江中医药大学
699,Shanghai,Mainland of China,valid,A61K36,上海市新文达生物科技有限公司
700,Beijing,Mainland of China,valid,A61K36,北京星昊嘉宇医药科技有限公司
701,Beijing,Mainland of China,valid,A61K36,北京因科瑞斯生物制品研究所
702,Shanxi,Mainland of China,valid,A61K36,亚宝药业集团股份有限公司
703,Shanxi,Mainland of China,valid,A61K36,山西亚宝药业集团股份有限公司
704,Shanxi,Mainland of China,valid,A61K9,山西亚宝药业集团股份有限公司
705,Chongqing,Mainland of China,valid,A61K36,重庆大易科技投资有限公司
706,Beijing,Mainland of China,valid,A61K9,北京正大绿洲医药科技有限公司
707,Beijing,Mainland of China,valid,A61K9,北京正大绿洲医药科技有限公司
708,Sichuan,Mainland of China,valid,A61K9,成都三明药物研究所
709,Jiangsu,Mainland of China,valid,A61K31,江苏扬子江药业集团有限公司
710,Guangdong,Mainland of China,valid,A61K36,中山市中医院
711,Beijing,Mainland of China,valid,A61K36,扬子江药业集团北京海燕药业有限公司
712,Jiangsu,Mainland of China,valid,A61K36,扬子江药业集团有限公司
713,Guizhou,Mainland of China,valid,A61K36,贵州同济堂制药股份有限公司
714,Sichuan,Mainland of China,valid,A61K36,维奥（四川）生物技术有限公司
715,Yunnan,Mainland of China,valid,A61K36,昆明市医学科学研究所
716,Hunan,Mainland of China,valid,A61K36,湖南中达骛马制药有限责任公司
717,Jiangsu,Mainland of China,valid,A61K36,金陵药业股份有限公司技术中心
718,Jilin,Mainland of China,valid,A61K36,诺氏制药（吉林）有限公司
719,Guangdong,Mainland of China,valid,A61K36,广东省一七七医院
720,Guizhou,Mainland of China,valid,A61K9,贵州三力制药有限责任公司
721,Shandong,Mainland of China,valid,A61K36,鲁南制药集团股份有限公司
722,Shandong,Mainland of China,valid,A61K36,鲁南制药集团股份有限公司
723,Shandong,Mainland of China,valid,A61K36,鲁南制药集团股份有限公司
724,Shandong,Mainland of China,valid,A61K36,鲁南制药集团股份有限公司
725,Guangxi,Mainland of China,In Review,A61K 36,莫兆钦
726,Guangdong,Mainland of China,In Review,A61K36,曲敬来
727,Guangdong,Mainland of China,valid,A61K31,曲敬来
728,Hebei,Mainland of China,valid,A61K36,刘桂沅
729,Beijing,Mainland of China,valid,A61K36,贾洪章
730,Beijing,Mainland of China,valid,A61K36,贾洪章
731,Beijing,Mainland of China,valid,C07H1,王英锋
732,Shandong,Mainland of China,valid,A61K36,边学峰
733,Heilongjiang,Mainland of China,valid,A61K36,哈尔滨市康隆药业有限责任公司
734,Henan,Mainland of China,valid,A61K36,宁有
735,Anhui,Mainland of China,valid,A61K36,太和县中医院
736,Shanghai,Mainland of China,valid,A61K36,上海中医药大学附属岳阳中西医结合医院
737,Shanghai,Mainland of China,valid,A61K36,上海医药工业研究院
738,Chongqing,Mainland of China,valid,A61K36,重庆邮电大学
739,Taiwan,"Taiwan, China",valid,A61K31,李安荣
740,Shanxi,Mainland of China,valid,A61K36,陕西省中医药研究院汉唐制药有限公司
741,Jiangxi,Mainland of China,valid,A61K36,江西山香药业有限公司
742,Jiangxi,Mainland of China,valid,A61K36,江西山香药业有限公司
743,Jiangxi,Mainland of China,valid,A61K36,江西山香药业有限公司
